fyear,tic,gsector,ggroup,gind,gsubind,naics,sic,spcsrc,at,act,invt,lt,lct,ap,teq,re,sale,cogs,xopr,ni,oancf,ivncf,fincf
2019,ADP,45,4510,451020,45102020,518210,7374,A,41887.7,34342.3,0,36487.8,32627.7,125.5,5399.9,17243.3,14175.2,7677.6,10685.4,2292.8,2688.3,-2197.7,-207.7
2018,AVY,15,1510,151030,15103020,322220,2670,A-,5177.5,2298,651.4,4222.4,1994,1030.5,955.1,2182.9,7159,5066.6,6194.1,467.4,457.9,-232.5,-208.1
2019,AVY,15,1510,151030,15103020,322220,2670,A-,5488.8,2340.6,663,4284.8,2253.8,1066.1,1204,2631,7070.1,4991.4,6071.8,303.6,746.5,-251,-470.3
2018,AVT,45,4520,452030,45203030,423690,5065,B-,9596.845,7610.599,3141.822,4911.764,2969.461,2269.478,4685.081,3040.543,19036.892,16274.836,18244.939,-156.424,253.485,71.731,-541.893
2019,AVT,45,4520,452030,45203030,423690,5065,B-,8564.556,6876.336,3008.424,4424.083,2578.576,1864.342,4140.473,2463.43,19518.592,16851.648,18726.299,176.337,534.77,-25.212,-582.676
2018,AVP,30,3030,303020,30302010,325620,2844,C,3010,1762,542,3414.7,1496.5,816.5,-404.7,1203.9,5402.9,2164.8,5053.8,-19.5,92.7,-93.4,-306.9
2018,AZZ,20,2010,201040,20104020,335122,3640,B,1088.57,378.545,124.847,484.842,164.771,53.047,603.728,531.472,927.087,676.92,798.585,51.208,114.668,-32.073,-78.004
2019,AZZ,20,2010,201040,20104020,335122,3640,B,1073.831,354.562,99.841,439.465,280.613,61.987,634.366,541.515,1061.817,784.995,904.491,48.234,144.759,-71.748,-59.739
2018,BTI,30,3020,302030,30203010,312230,2111,,186512.879,16128.798,7683.961,102793.523,20811.311,13549.209,83719.356,89062.061,31215.054,17785.647,17785.647,7687.784,13120.978,-1301.265,-12273.435
2019,BTI,30,3020,302030,30203010,312230,2111,,186747.022,17580.086,8070.894,101773.518,24929.181,12882.439,84973.504,90528.038,34271.499,19375.972,19375.972,7554.378,11914.302,-846.292,-11380.568
2018,BRT,60,6010,601010,60101060,531110,6798,B-,1153.364,,0,856.879,,27.409,296.485,-22.298,119.247,96.169,105.379,23.773,38.588,-50.844,27.233
2019,BRT,60,6010,601010,60101060,531110,6798,B-,390.61,,0,191.05,,17.939,199.56,-32.834,28.867,18.248,28.339,0.856,8.648,22.936,-30.885
2018,BMI,45,4520,452030,45203010,334514,3824,B+,392.691,164.659,80.804,89.188,60.015,22.469,303.503,257.893,433.732,249.329,352.234,27.79,60.35,-16.691,-42.14
2019,BMI,45,4520,452030,45203010,334514,3824,B+,421.893,200.094,81.948,90.825,57.247,31.523,331.068,286.304,424.625,239.228,340.608,47.177,80.714,-7.496,-37.709
2018,BCPC,15,1510,151010,15101050,325412,2834,A-,981.355,226.314,67.187,289.737,82.056,33.789,691.618,524.425,643.679,417.332,492.603,78.573,118.697,-31.991,-71.447
2019,BCPC,15,1510,151010,15101050,325412,2834,A-,1155.682,254.946,83.893,412.015,92.258,37.267,743.667,585.357,643.705,409.902,493.837,79.671,124.461,-156.225,43.385
2018,PTVCB,40,4030,403010,40301040,524126,6331,B-,1490.131,,0,1134.049,,176.912,356.082,300.728,448.512,473.787,473.787,-34.075,100.708,23.651,-21.431
2019,PTVCB,40,4030,403010,40301040,524126,6331,B-,1634.36,,0,1270.044,,186.784,364.316,310.357,493.953,480.872,480.872,7.347,86.68,-151.89,-17.358
2018,BLL,15,1510,151030,15103010,332431,3411,A-,16554,3940,1271,12992,4095,3095,3562,4506,11635,9329,9807,454,1566,-206,-1040
2019,BLL,15,1510,151030,15103010,332431,3411,A-,17360,4884,1274,14341,5577,3136,3019,4893,11474,9203,9620,566,1548,-422,-46
2018,BPOP,40,4010,401010,40101015,522110,6020,B,47604.577,,188.127,42169.52,,39710.039,5435.057,1223.757,2549.917,515.043,1238.148,618.158,847.503,-4390.667,3533.786
2019,BPOP,40,4010,401010,40101015,522110,6020,B,52115.324,,181.275,46098.545,,43758.606,6016.779,1977.977,2830.676,534.878,1306.057,671.135,705.367,-4169.852,3455.557
2018,BOH,40,4010,401010,40101015,522110,6020,A-,17143.974,,12.343,15875.774,,15027.242,1268.2,1590.271,719.096,77.246,349.048,219.602,317.922,-74.668,-165.136
2019,BOH,40,4010,401010,40101015,522110,6020,A-,18095.496,,41.799,16808.664,,15784.482,1286.832,1730.303,770.735,105.682,384.883,225.913,234.238,-773.268,571.719
2018,BK,40,4020,402030,40203010,522110,6020,A,362873,,3,322134,,238778,40739,25481,19213,2810,9875,4266,5996,3299,-8098
2019,BK,40,4020,402030,40203010,522110,6020,A,381508,,3,339923,,259466,41585,29256,20007,4335,10962,4441,96,-10548,9459
2018,B,20,2010,201060,20106020,332613,3490,B+,2808.97,806.146,265.99,1605.914,357.86,143.419,1203.056,1173.272,1495.889,863.796,1158.977,166.186,237.199,-493.186,215.564
2019,B,20,2010,201060,20106020,332613,3490,B+,2738.335,764.39,232.706,1467.807,342.875,118.509,1270.528,1278.681,1491.118,843.04,1147.956,158.35,248.301,-62.22,-191.993
2018,BRN,10,1010,101020,10102020,2111,1311,C,31.378,12.082,,15.139,3.629,1.191,16.239,12.739,9.206,5.986,12.248,-1.77,-5.091,-3.884,-1.07
2019,BRN,10,1010,101020,10102020,2111,1311,C,18.302,8.704,0.729,16.973,4.768,1.223,1.329,-2.058,12.013,15.288,20.812,-12.414,-2.133,0.905,-0.11
2018,GOLD,15,1510,151040,15104030,212221,1040,B-,22631,3978,1852,13246,1668,744,9385,-13573,7243,4455,5044,-1545,1765,-1494,-925
2019,GOLD,15,1510,151040,15104030,212221,1040,B-,44392,6887,2289,14565,2376,715,29827,-9806,9717,3401,3943,3969,2833,50,-1139
2018,BSET,25,2520,252010,25201020,337122,2511,B-,291.641,148.547,64.192,101.332,81.819,27.407,190.309,137.671,456.855,178.317,428.404,8.218,28.698,-30.686,-18.493
2019,BSET,25,2520,252010,25201020,337122,2511,B-,275.766,136.786,66.302,97.096,72.271,23.677,178.67,127.894,452.087,177.842,434.592,-1.928,9.809,-11.173,-12.417
2018,BAX,35,3510,351010,35101010,325412,2834,B,15641,5919,1653,7825,2836,1004,7816,11202,11127,5521,8587,1624,2096,-938,-2603
2019,BAX,35,3510,351010,35101010,325412,2834,B,18193,7503,1653,10281,3230,892,7912,12008,11362,5657,8636,1001,2104,-1100,498
2018,AIT,20,2010,201070,20107010,423830,5080,B+,2285.741,1058.02,422.069,1470.778,432.551,256.886,814.963,1039.455,3073.274,2189.279,2788.635,141.625,147.304,-797.906,600.284
2019,AIT,20,2010,201070,20107010,423830,5080,B+,2331.697,1148.138,447.555,1434.663,423.794,237.289,897.034,1129.262,3472.739,2464.416,3142.938,143.993,180.601,-55.102,-71.539
2018,BDX,35,3510,351010,35101010,339112,3841,B,53904,7411,2451,32910,7216,1106,20994,10687,15983,6371,11392,311,2865,-15829,-58
2019,BDX,35,3510,351010,35101010,339112,3841,B,51765,6664,2579,30684,5655,1092,21081,10630,17290,6872,12266,1233,3330,-741,-3223
2018,BELFB,45,4520,452030,45203015,334416,3677,B,443.524,290.509,120.068,267.054,106.03,56.171,176.47,143.857,548.184,420.207,500.144,20.709,10.097,-13.694,-12.307
2019,BELFB,45,4520,452030,45203015,334416,3677,B,468.917,283.181,107.276,300.866,90.218,44.169,168.051,132.998,492.412,365.244,467.999,-8.743,24.45,-33.087,25.226
2018,VZ,50,5010,501010,50101020,517312,4812,B,264829,34636,1336,210119,37930,7232,54710,45912,130863,55205,83692,15528,34339,-17934,-15377
2019,VZ,50,5010,501010,50101020,517312,4812,B,291727,37473,1422,228892,44868,7725,62835,54145,131868,54726,84883,19265,35746,-17581,-18164
2018,BCE,50,5010,501010,50101020,517311,4813,A-,57100,5793,432,36411,10429,2535,20689,-4847,23482,11850,13933,2929,7384,-4386,-3198
2019,BCE,50,5010,501010,50101020,517311,4813,A-,60146,5520,427,38738,9777,2604,21408,-4471,23964,11903,13858,3191,7958,-4036,-4202
2018,BMS,15,1510,151030,15103020,326112,2670,B+,3571,1234.6,619.5,2355.1,701.6,515.9,1215.9,1931.2,4089.9,3117.2,3533.1,225.7,461.5,-139.9,-318.1
2018,BRK.B,40,4020,402010,40201030,999977,9997,B,707794,,19069,355294,,37186,352500,316097,225382,205582,205582,4021,37400,-32849,-5812
2019,BRK.B,40,4020,402010,40201030,999977,9997,B,817729,,19852,389166,,36437,428563,397250,327223,211678,211678,81417,38687,-5621,730
2018,BBY,25,2550,255040,25504020,443142,5731,B+,12901,8870,5409,9595,7513,5257,3306,3279,42879,32148,40143,1464,2408,508,-2018
2019,BBY,25,2550,255040,25504020,443142,5731,B+,15591,8857,5174,12112,8060,5288,3479,3453,43638,32850,40773,1541,2565,-895,-1498
2018,BIO,35,3520,352030,35203010,334516,3826,B,5611.068,2023.478,583.815,1590.737,450.795,122.45,4020.331,3675.115,2289.415,928.852,1934.902,365.614,285.494,-186.978,-48.68
2019,BIO,35,3520,352030,35203010,334516,3826,B,8008.859,2180.155,554.007,2253.802,905.495,107.014,5755.057,5383.431,2311.659,929.143,1922.061,1758.675,457.897,-208.889,-22.758
2018,NIMU,35,3510,351010,35101010,334510,3845,C,0.11,0.11,0,3.788,1.663,0.417,-3.678,-26.463,0,0,0.225,-0.445,-0.221,0,0.3
2019,NIMU,35,3510,351010,35101010,334510,3845,C,0.361,0.361,0,0.28,0.28,0.198,0.081,-28.041,0,0,0.446,-1.615,-0.437,0,0.7
2018,BKH,55,5510,551030,55103010,2211,4911,B+,6963.327,503.833,117.299,4675.904,648.23,210.609,2287.423,673.48,1754.268,1160.903,1160.903,258.442,488.811,-465.849,-17.057
2019,BKH,55,5510,551030,55103010,2211,4911,B+,7558.457,473.184,117.172,5094.388,811.294,193.523,2464.069,748.121,1734.9,1119.738,1119.738,199.31,505.513,-816.21,300.21
2018,HRB,25,2530,253020,25302020,541213,7200,B+,3299.945,1993.359,0,2758.418,923.001,249.525,541.527,478.97,3094.881,1590.227,2312.394,422.509,606.538,-155.131,-403.695
2019,HRB,25,2530,253020,25302020,541213,7200,B+,5112.047,3086.736,0,5041.006,1575.616,203.103,71.041,-8.611,2639.72,1542.74,2287.101,-7.526,108.961,-470.231,1531.848
2018,VAL,10,1010,101010,10101010,213111,1381,D,14023.7,1309.7,268.1,5934.9,528.5,210.5,8088.8,892.4,1705.4,1304.1,1402.5,-639.7,-53.2,-304.7,188.2
2019,VAL,10,1010,101010,10101010,213111,1381,D,16931.2,1064.4,340.1,7621.6,830.7,288.2,9309.6,677.9,2053.2,1786,1912.9,-198,-276.9,1051.6,-952.3
2018,BRRE,60,6010,601020,60102020,531,6500,C,26.999,,0,9.71,,0.193,17.289,-1.696,5.609,4.688,6.553,-1.777,-1.796,1.554,-0.319
2019,BRRE,60,6010,601020,60102020,531,6500,C,18.588,,0,2.664,,0.207,15.924,-2.953,4.987,4.789,6.663,-0.744,-2.984,3.875,-0.249
2018,BA,20,2010,201010,20101010,336411,3721,A,117359,87830,62567,116949,81590,12916,410,40858,101127,79593,87429,10460,15322,-4621,-11722
2019,BA,20,2010,201010,20101010,336411,3721,A,133625,102229,76622,141925,97312,15553,-8300,34491,84818,69840,76968,-636,-2446,-1530,5739
2018,RHI,20,2020,202020,20202010,561320,7363,A,1903.097,1473.61,0,839.899,819.536,155.034,1063.198,-16.109,5800.271,3326.013,5147.102,434.288,572.322,-88.509,-490.115
2019,RHI,20,2020,202020,20202010,561320,7363,A,2311.408,1628.849,0,1167.725,940.692,110.893,1143.683,16.081,6074.432,3479.649,5388.417,454.433,519.629,-102.138,-423.366
2018,0141A,15,1510,151010,15101020,325211,2821,,1961,931,334,4875,4345,384,-2914,-3143,3797,3109,3440,-162,-23,-40,81
2019,0141A,15,1510,151010,15101020,325211,2821,,4146,1002,332,3071,638,341,1075,-90,3374,2811,3099,2805,51,-100,174
2018,RFP,15,1510,151050,15105020,322121,2621,C,3935,1304,508,2400,650,299,1535,-2148,3756,3025,3190,235,435,146,-281
2019,RFP,15,1510,151050,15105020,322121,2621,C,3626,907,522,2391,351,255,1235,-2424,2923,2574,2710,-47,85,-162,-228
2018,BWL.A,25,2530,253010,25301030,713950,7900,B,28.909,4.61,0.49,4.425,3.096,0.806,24.484,16.114,24.771,18.971,19.807,3.786,3.999,-0.086,-3.509
2019,BWL.A,25,2530,253010,25301030,713950,7900,B,28.389,9.433,0.518,4.469,3.065,0.82,23.92,15.55,24.419,19.272,20.22,3.049,3.462,-0.614,-3.587
2018,BRC,20,2020,202010,20201010,339950,3990,B,1056.931,471.339,113.071,304.819,190.927,66.538,752.112,497.053,1173.851,560.118,1000.379,91.06,143.042,-2.905,-90.68
2019,BRC,20,2020,202010,20201010,339950,3990,B,1157.308,573.279,120.037,306.534,241.945,64.81,850.774,566.589,1160.645,558.168,974.418,131.258,162.211,-34.463,-27.628
2018,BAM,40,4020,402030,40203010,523,6200,B,256281,,6989,159131,,6873,97150,20919,57937,43766,45635,3584,5158,-19833,18136
2019,BAM,40,4020,402030,40203010,523,6200,B,323969,,10272,207123,,9583,116846,23277,69111,50081,52791,2807,6321,-36674,28746
2018,BRID,30,3020,302020,30202030,311612,2013,B-,101.494,53.216,23.413,35.814,18.367,7.655,65.68,48.248,174.257,113.811,163.74,6.517,8.265,-12.112,-0.083
2019,BRID,30,3020,302020,30202030,311612,2013,B-,123.456,52.768,26.367,56.972,19.94,7.993,66.484,49.052,188.785,122.968,175.805,6.484,7.247,-25.678,13.73
2018,BGGSQ,20,2010,201060,20106020,333618,3510,D,1443.966,679.206,411.831,873.542,384.106,204.173,570.424,819.208,1881.294,1419.401,1741.111,-11.32,92.723,-108.959,0.419
2019,BGGSQ,20,2010,201060,20106020,333618,3510,D,1551.431,762.477,502.006,1104.711,577.745,287.62,446.72,701.323,1836.605,1463.765,1776.226,-54.083,-35.335,-61.251,78.003
2018,BMY,35,3520,352020,35202010,325412,2834,B-,34986,17160,1195,20859,10654,1892,14127,31303,22561,5803,16620,4920,5940,-874,-3535
2019,BMY,35,3520,352020,35202010,325412,2834,B-,129944,29354,4293,78246,18304,2445,51698,32954,26145,6670,17598,3439,8067,-9770,7621
2018,TU,50,5010,501010,50101020,517312,4812,A,33065,3841,376,22724,4841,686,10341,4486,14095,8947,8947,1600,4058,-2977,-1176
2019,TU,50,5010,501010,50101020,517312,4812,A,37975,4353,437,27316,5574,892,10659,4490,14589,8970,8970,1746,3927,-5044,1238
2018,BP,10,1010,101020,10102010,324110,2911,,282176,71310,17988,180628,68237,28621,101548,97504,298756,253705,267329,9383,22873,-21571,-4079
2019,BP,10,1010,101020,10102010,324110,2911,,295194,82059,20880,194486,73595,32404,100708,95003,278397,232715,244736,4026,25770,-16974,-8817
2018,BTY10,50,5010,501010,50101020,517311,4813,,60279.56,13601.221,480.549,47039.076,12504.684,5392.824,13240.484,11439.403,30550.656,21111.585,21111.585,2811.666,5542.589,-4948.74,825.658
2018,BF.B,30,3020,302010,30201020,312140,2085,A-,5139,2719,1520,3492,703,150,1647,1875,3324,1086,2123,835,800,-119,-599
2019,BF.B,30,3020,302010,30201020,312140,2085,A-,5766,3265,1685,3791,880,131,1975,2161,3363,1162,2187,827,724,-141,-191
2018,CAL,25,2550,255040,25504010,316210,3140,B+,1838.568,976.447,683.171,1203.133,853.336,316.298,635.435,487.745,2834.846,1603.433,2645.198,-5.441,129.589,-436.357,273.17
2019,CAL,25,2550,255040,25504010,316210,3140,B+,2431.707,882.299,618.406,1782.577,850.95,267.018,649.13,492.057,2921.562,1662.859,2728.619,62.819,170.786,-49.516,-106.332
2018,BC,25,2520,252020,25202010,333618,3510,B,4285.7,1880.2,943.7,2703.1,1256.5,527.8,1582.6,1772.6,5159.2,3692.4,4526,265.3,337,-1107.3,620.5
2019,BC,25,2520,252020,25202010,333618,3510,B,3564.4,1525.8,824.5,2263.5,944.4,393.5,1300.9,1877.9,4108.4,2848.7,3475.1,-131,434.2,194.7,-600.8
2018,MTRN,15,1510,151040,15104020,331410,3330,B-,800.341,439.353,214.871,246.435,139.78,49.622,553.906,494.628,1207.815,923.451,1092.127,20.846,76.374,-33.828,-13.605
2019,MTRN,15,1510,151040,15104020,331410,3330,B-,852.67,491.987,190.39,241.993,122.44,43.206,610.677,547.848,1185.424,895.98,1061.415,50.66,99.222,-26.484,-18.054
2018,BRK3,20,2030,203040,20304010,482111,4011,A,85093,4534,793,42444,4091,169,42649,,23855,13738,13738,5219,7908,-3180,-4718
2019,BRK3,20,2030,203040,20304010,482111,4011,A,88574,4287,789,44854,4205,413,43720,,23515,13041,13041,5481,8187,-3742,-4446
2018,MTZ,20,2010,201030,20103010,237130,1623,B,4439.953,2168.989,113.709,3047.929,1283.611,669.712,1392.024,1057.881,6909.417,5940.308,6227.586,259.659,529.956,-181.799,-361.094
2019,MTZ,20,2010,201030,20103010,237130,1623,B,4997.006,2173.559,100.069,3205.315,1219.126,535.029,1791.691,1435.003,7183.188,6070.244,6369.744,392.334,550.278,-261.823,-244.631
2018,UIS,45,4510,451020,45102010,541512,7373,C,2457.6,1301.4,27.3,3757.2,923.3,268.9,-1299.6,-5778.8,2825,2023.3,2431.2,75.5,73.9,-185,-4.8
2019,UIS,45,4510,451020,45102010,541512,7373,C,2504,1221.3,20.7,3732.3,927.3,252,-1228.3,-5799.8,2931.2,2187.7,2598.2,-17.2,123.9,-158.2,-38
2018,BUKS,20,2010,201010,20101010,561110,8741,B-,48.902,23.284,8.885,14.558,9.849,1.774,34.344,13.913,58.71,37.296,51.586,3.853,9.563,-4.985,-2.917
2019,BUKS,20,2010,201010,20101010,561110,8741,B-,94.918,29.812,8.615,57.114,10.927,0.962,37.804,18.147,65.871,38.401,52.449,4.234,10.044,-2.07,-0.195
2018,CAE,20,2010,201010,20101010,333318,3690,B,7165.5,2112.9,1060.5,4755.5,1889.5,458.9,2410,1656.9,3304.1,2181.3,2666.7,330,552.4,-1401.2,690.3
2019,CAE,20,2010,201010,20101010,333318,3690,B,8483.6,2808.6,1185.5,5905.3,2062.3,539.7,2578.3,1783.3,3623.2,2234.2,2809.2,311.4,567.7,-502.8,427.7
2018,RAMP,45,4510,451020,45102010,519130,7370,B-,1472.911,1192.076,0,142.079,95.118,31.203,1330.832,1677.406,285.62,87.018,408.216,1028.547,-460.503,2225.388,-841.508
2019,RAMP,45,4510,451020,45102010,519130,7370,B-,1301.889,896.393,0,214.377,161.382,42.204,1087.512,1550.839,380.572,116.803,520.592,-124.511,-28.782,-97.621,-201.976
2018,CI,35,3510,351020,35102015,524114,6324,A,153226,20430,2821,112191,31895,15068,41035,13377,48489,31129,43036,2637,3770,-26378,23515
2019,CI,35,3510,351020,35102015,524114,6324,A,155774,29845,2661,110430,40138,15544,45344,19221,153699,127819,141062,5104,8742,-734,-7187
2018,CSS,25,2520,252010,25201050,322220,2670,B-,285.595,179.865,96.231,95.664,87.902,27.916,189.931,278.078,382.263,261.787,367.09,-53.545,1,-14.99,-27.512
2018,CNA,40,4030,403010,40301040,524126,6331,B+,57152,,0,45935,,,11217,8399,10150,8952,8952,813,1227,-177,-1085
2019,CNA,40,4030,403010,40301040,524126,6331,B+,60612,,0,48397,,,12215,9399,10587,9345,9345,1000,1140,-225,-988
2018,CSPI,45,4510,451020,45102010,541512,7373,C,55.275,48.415,7.558,21.473,14.061,4.466,33.802,19.101,72.916,53.892,73.892,14.44,3.017,13.645,-1.738
2019,CSPI,45,4510,451020,45102010,541512,7373,C,59.369,46.534,7.818,28.941,20.027,13.495,30.428,14.653,79.061,60.619,79.471,-0.371,-3.329,-0.976,-2.25
2018,CSX,20,2030,203040,20304010,482111,4011,A,36729,2565,263,24149,1915,949,12580,11496,12250,6146,6146,3309,4641,-1684,-2500
2019,CSX,20,2030,203040,20304010,482111,4011,A,38257,3278,261,26394,2151,1043,11863,10729,11937,5714,5714,3331,4850,-2102,-2648
2018,CTS,45,4520,452030,45203020,33441,3670,B,548.341,239.359,43.486,170.412,103.993,51.975,377.929,381.108,470.483,282.996,381.869,46.532,58.152,-28.485,-42.493
2019,CTS,45,4520,452030,45203020,33441,3670,B,643.354,237.478,42.237,238.135,96.948,48.219,405.219,418.04,468.999,286.805,382.98,36.146,64.405,-95.502,30.059
2018,TLS,45,4510,451030,45103020,541512,7373,,74.489,41.232,4.389,206.592,39.103,18.5,-132.103,-139.112,138.016,81.926,125.974,-1.64,6.268,-4.114,-2.682
2019,TLS,45,4510,451030,45103020,541512,7373,,77.692,40.245,1.965,214.314,37.303,13.55,-136.622,-145.524,159.218,101.902,149.221,-6.401,11.816,-6.532,1.395
2018,CVV,45,4530,453010,45301010,333249,3559,C,52.515,19.447,3.22,16.123,4.071,0.713,36.392,10.179,24.334,18.015,28.448,-5.201,0.507,-2.535,-0.744
2019,CVV,45,4530,453010,45301010,333249,3559,C,46.723,14.166,2.223,16.765,5.388,0.535,29.958,3.172,19.647,15.808,23.589,-6.328,0.571,-2.688,-0.658
2018,CBT,15,1510,151010,15101010,325180,2890,B-,3244,1386,511,1965,952,446,1279,1100,3242,2341,2709,-113,298,-246,-141
2019,CBT,15,1510,151010,15101010,325180,2890,B-,3004,1210,466,1870,599,390,1134,946,3337,2495,2838,157,363,-94,-236
2018,CACI,20,2020,202020,20202020,541512,7373,B+,4034.206,931.191,25.9,1927.319,538.981,82.017,2106.887,2107.76,4467.86,2977.013,4053.36,301.171,325.127,-118.273,-206.516
2019,CACI,20,2020,202020,20202020,541512,7373,B+,5086.843,1031.52,47.223,2715.377,691.722,118.917,2371.466,2367.008,4986.341,3307.73,4511.274,265.604,555.297,-1127.982,579.556
2018,CAMP,45,4520,452010,45201020,334220,3663,C,603.626,403.497,32.033,397.973,83.592,39.898,205.653,-2.888,363.8,207.456,326.159,18.398,47.74,-21.785,98.495
2019,CAMP,45,4520,452010,45201020,334220,3663,C,495.805,237.866,36.778,357.886,121.475,28.45,137.919,-82.906,366.107,203.138,342.354,-79.304,11.544,-65.698,-94.82
2018,0176A,40,4010,401010,40101015,522110,6020,A,168100,,1,151520,,90979,16580,8200,7302,1924,4907,1073,40,-6740,11570
2019,0176A,40,4010,401010,40101015,522110,6020,A,170810,,1,154443,,95861,16367,7926,8254,2708,5826,-734,1703,-1671,1265
2018,CWT,55,5510,551040,55104010,221310,4941,A-,2837.704,188.702,6.586,2107.547,321.166,95.58,730.157,392.053,698.196,485.286,485.286,65.584,179.019,-273.082,46.478
2019,CWT,55,5510,551040,55104010,221310,4941,A-,3111.308,184.712,7.745,2331.402,358.721,108.463,779.906,417.146,714.557,509.645,509.645,63.116,168.794,-275.958,102.747
2018,CPB,30,3020,302020,30202030,311422,2030,B,14529,2296,1199,13156,3594,893,1373,2106,8685,5411,6974,261,1305,-7197,5807
2019,CPB,30,3020,302020,30202030,311422,2030,B,13148,1967,863,12036,3385,814,1112,1795,8107,5081,6552,211,1398,153,-1591
2018,MLFNF,30,3020,302020,30202030,3116,2000,B-,3127.811,748.433,348.901,1120.972,494.942,343.872,2006.839,1181.921,3495.519,2817.686,3159.178,101.348,299.685,-559.018,128.486
2019,MLFNF,30,3020,302020,30202030,3116,2000,B-,3514.035,874.29,385.534,1564.165,535.054,445.774,1949.87,1140.243,3941.545,3168.054,3625.735,74.628,270.18,-275.25,29.777
2018,CNI,20,2030,203040,20304010,482111,4011,A,41214,2728,557,23573,3500,982,17641,13774,14321,7472,7472,4328,5918,-3404,-2308
2019,CNI,20,2030,203040,20304010,482111,4011,A,43784,2830,611,25743,4287,866,18041,14151,14917,7731,7731,4216,5923,-4190,-1903
2018,CP,20,2030,203040,20304010,482111,4011,A+,21254,1117,173,14618,1955,474,6636,4592,7316,3824,3824,1951,2712,-1458,-1542
2019,CP,20,2030,203040,20304010,482111,4011,A+,22367,1210,182,15298,2292,453,7069,5028,7792,3962,3962,2440,2990,-1803,-1111
2018,CDNAF,25,2550,255030,25503020,441320,5531,A+,17286.8,9255.8,1997.5,11871.8,5258.2,2034.4,5415,3771.8,14058.7,9336.2,12361.3,692.1,807.4,-1308.6,534.6
2019,CDNAF,25,2550,255030,25503020,441320,5531,A+,19518.3,9555.3,2212.9,14013.6,5751.4,2087,5504.7,3599.7,14534.4,9648.1,12409,778.4,1087.6,-758.7,-604.2
2018,STZ,30,3020,302010,30201020,312120,2082,B+,29231.5,3684,2130.4,16394.3,3163.8,616.7,12837.2,13922.3,8116,3695.3,5236.6,3435.9,2246.3,-4831.8,2593.3
2019,STZ,30,3020,302010,30201020,312120,2082,B+,27323.2,3484.1,1373.6,14848.9,2311.8,557.6,12474.3,13429,8343.5,3743.5,5319.9,-11.8,2551.1,-531,-2031.4
2018,CAJ,45,4520,452020,45202030,333316,3577,,44655.635,18686.149,5571.453,17149.199,9384.668,3212.722,27506.436,30140.859,36019.495,16996.779,30600.936,2303.708,3329.423,-1782.911,-3234.059
2019,CAJ,45,4520,452020,45202030,333316,3577,,43875.839,16985.592,5380.615,17265.942,8837.994,2809.319,26609.897,29640.806,33063.633,16065.206,29272.683,1151.15,3298.368,-2103.162,-2140.17
2018,CPTP,60,6010,601020,60102020,531190,6519,B-,8.527,,0,1.454,,0,7.073,6.225,5.238,2.603,4.254,1.261,1.881,0.862,-6.798
